order_number,product_key,cust_id,order_date,ship_date,due_date,sales,quantity,price
SO62696,TI_M267,13044,2013-07-24,2013-07-31,2013-08-05,25,1,25
SO62697,FE_6654,19104,2013-07-24,2013-07-31,2013-08-05,22,1,22
SO62697,SO_R809_L,19104,2013-07-24,2013-07-31,2013-08-05,9,1,9
SO62698,WB_H098,29338,2013-07-24,2013-07-31,2013-08-05,5,1,5
SO62698,HL_U509_B,29338,2013-07-24,2013-07-31,2013-08-05,35,1,35
SO62699,WB_H098,23345,2013-07-24,2013-07-31,2013-08-05,5,1,5
SO62700,BC_M005,11114,2013-07-24,2013-07-31,2013-08-05,10,1,10
SO62700,WB_H098,11114,2013-07-24,2013-07-31,2013-08-05,5,1,5
SO62700,HL_U509_R,11114,2013-07-24,2013-07-31,2013-08-05,35,1,35
SO62701,BK_M18S_42,17889,2013-07-24,2013-07-31,2013-08-05,565,1,565
SO62701,HL_U509,17889,2013-07-24,2013-07-31,2013-08-05,35,1,35
SO62702,BK_R89B_58,13405,2013-07-24,2013-07-31,2013-08-05,2443,1,2443
SO62702,BC_R205,13405,2013-07-24,2013-07-31,2013-08-05,9,1,9
SO62702,WB_H098,13405,2013-07-24,2013-07-31,2013-08-05,5,1,5
SO62703,BK_M68B_46,15693,2013-07-24,2013-07-31,2013-08-05,2295,1,2295
SO62704,SJ_0194_S,11720,2013-07-24,2013-07-31,2013-08-05,54,1,54
SO62705,TT_R982,11157,2013-07-24,2013-07-31,2013-08-05,4,1,4
SO62705,PK_7098,11157,2013-07-24,2013-07-31,2013-08-05,2,1,2
SO62706,TT_R982,29200,2013-07-24,2013-07-31,2013-08-05,4,1,4
SO62706,PK_7098,29200,2013-07-24,2013-07-31,2013-08-05,2,1,2
SO62707,TT_T092,28008,2013-07-24,2013-07-31,2013-08-05,5,1,5
SO62707,PK_7098,28008,2013-07-24,2013-07-31,2013-08-05,2,1,2
SO62708,TI_M267,25931,2013-07-24,2013-07-31,2013-08-05,25,1,25
SO62708,PK_7098,25931,2013-07-24,2013-07-31,2013-08-05,2,1,2
SO62709,TT_R982,27430,2013-07-24,2013-07-31,2013-08-05,4,1,4
SO62709,TI_R092,27430,2013-07-24,2013-07-31,2013-08-05,21,1,21
SO62709,CL_9009,27430,2013-07-24,2013-07-31,2013-08-05,8,1,8
SO62710,TI_M602,11500,2013-07-24,2013-07-31,2013-08-05,30,1,30
SO62711,WB_H098,21804,2013-07-24,2013-07-31,2013-08-05,5,1,5
SO62711,BC_M005,21804,2013-07-24,2013-07-31,2013-08-05,10,1,10
SO62712,TI_M602,22861,2013-07-24,2013-07-31,2013-08-05,30,1,30
SO62712,TT_M928,22861,2013-07-24,2013-07-31,2013-08-05,5,1,5
SO62712,HL_U509_R,22861,2013-07-24,2013-07-31,2013-08-05,35,1,35
SO62713,SH_W890_L,19888,2013-07-24,2013-07-31,2013-08-05,70,1,70
SO62713,LJ_0192_M,19888,2013-07-24,2013-07-31,2013-08-05,50,1,50
SO62714,SH_W890_L,20107,2013-07-24,2013-07-31,2013-08-05,70,1,70
SO62715,WB_H098,13423,2013-07-24,2013-07-31,2013-08-05,5,1,5
SO62715,CL_9009,13423,2013-07-24,2013-07-31,2013-08-05,8,1,8
SO62716,CA_1098,18663,2013-07-24,2013-07-31,2013-08-05,9,1,9
SO62716,WB_H098,18663,2013-07-24,2013-07-31,2013-08-05,5,1,5
SO62717,WB_H098,29267,2013-07-24,2013-07-31,2013-08-05,5,1,5
SO62718,TT_M928,16652,2013-07-24,2013-07-31,2013-08-05,5,1,5
SO62718,HL_U509_R,16652,2013-07-24,2013-07-31,2013-08-05,35,1,35
SO62718,SO_R809_L,16652,2013-07-24,2013-07-31,2013-08-05,9,1,9
SO62719,TT_M928,14563,2013-07-24,2013-07-31,2013-08-05,5,1,5
SO62719,HL_U509_B,14563,2013-07-24,2013-07-31,2013-08-05,35,1,35
SO62720,FE_6654,13874,2013-07-24,2013-07-31,2013-08-05,22,1,22
SO62720,HY_1023_70,13874,2013-07-24,2013-07-31,2013-08-05,55,1,55
SO62721,FE_6654,13381,2013-07-24,2013-07-31,2013-08-05,22,1,22
SO62721,LJ_0192_L,13381,2013-07-24,2013-07-31,2013-08-05,50,1,50
SO62722,TI_R628,20724,2013-07-24,2013-07-31,2013-08-05,25,1,25
SO62723,TI_M267,17991,2013-07-24,2013-07-31,2013-08-05,25,1,25
SO62723,TT_M928,17991,2013-07-24,2013-07-31,2013-08-05,5,1,5
SO62723,HL_U509,17991,2013-07-24,2013-07-31,2013-08-05,35,1,35
SO62723,CA_1098,17991,2013-07-24,2013-07-31,2013-08-05,9,1,9
SO62724,SH_W890_S,28722,2013-07-24,2013-07-31,2013-08-05,70,1,70
SO62724,LJ_0192_X,28722,2013-07-24,2013-07-31,2013-08-05,50,1,50
SO62725,TT_R982,23626,2013-07-24,2013-07-31,2013-08-05,4,1,4
SO62725,HL_U509,23626,2013-07-24,2013-07-31,2013-08-05,35,1,35
SO62726,TI_R092,27822,2013-07-24,2013-07-31,2013-08-05,21,1,21
SO62726,TT_R982,27822,2013-07-24,2013-07-31,2013-08-05,4,1,4
SO62726,SO_R809_M,27822,2013-07-24,2013-07-31,2013-08-05,9,1,9
SO62727,TT_R982,21847,2013-07-24,2013-07-31,2013-08-05,4,1,4
SO62727,TI_R628,21847,2013-07-24,2013-07-31,2013-08-05,25,1,25
SO62727,ST_1401,21847,2013-07-24,2013-07-31,2013-08-05,159,1,159
SO62728,TT_R982,27785,2013-07-24,2013-07-31,2013-08-05,4,1,4
SO62728,HL_U509_R,27785,2013-07-24,2013-07-31,2013-08-05,35,1,35
SO62729,TT_R982,24128,2013-07-24,2013-07-31,2013-08-05,4,1,4
SO62729,HY_1023_70,24128,2013-07-24,2013-07-31,2013-08-05,55,1,55
SO62729,HL_U509_R,24128,2013-07-24,2013-07-31,2013-08-05,35,1,35
SO62730,TT_T092,26893,2013-07-24,2013-07-31,2013-08-05,5,1,5
SO62730,HY_1023_70,26893,2013-07-24,2013-07-31,2013-08-05,55,1,55
SO62731,TI_M823,11658,2013-07-24,2013-07-31,2013-08-05,35,1,35
SO62731,TT_M928,11658,2013-07-24,2013-07-31,2013-08-05,5,1,5
SO62731,SO_R809_M,11658,2013-07-24,2013-07-31,2013-08-05,9,1,9
SO62732,TI_M823,11642,2013-07-24,2013-07-31,2013-08-05,35,1,35
SO62732,TT_M928,11642,2013-07-24,2013-07-31,2013-08-05,5,1,5
SO62732,HL_U509,11642,2013-07-24,2013-07-31,2013-08-05,35,1,35
SO62733,CA_1098,12515,2013-07-24,2013-07-31,2013-08-05,9,1,9
SO62734,WB_H098,12746,2013-07-24,2013-07-31,2013-08-05,5,1,5
SO62734,BC_M005,12746,2013-07-24,2013-07-31,2013-08-05,10,1,10
SO62734,SJ_0194_M,12746,2013-07-24,2013-07-31,2013-08-05,54,1,54
SO62735,BK_M68S_38,14453,2013-07-24,2013-07-31,2013-08-05,2320,1,2320
SO62735,FE_6654,14453,2013-07-24,2013-07-31,2013-08-05,22,1,22
SO62735,LJ_0192_L,14453,2013-07-24,2013-07-31,2013-08-05,50,1,50
SO62735,SO_R809_M,14453,2013-07-24,2013-07-31,2013-08-05,9,1,9
SO62736,BK_M68B_38,14473,2013-07-24,2013-07-31,2013-08-05,2295,1,2295
SO62736,HY_1023_70,14473,2013-07-24,2013-07-31,2013-08-05,55,1,55
SO62736,VE_C304_L,14473,2013-07-24,2013-07-31,2013-08-05,64,1,64
SO62737,BK_T79U_54,11343,2013-07-24,2013-07-31,2013-08-05,2384,1,2384
SO62737,BC_R205,11343,2013-07-24,2013-07-31,2013-08-05,9,1,9
SO62737,WB_H098,11343,2013-07-24,2013-07-31,2013-08-05,5,1,5
SO62737,CA_1098,11343,2013-07-24,2013-07-31,2013-08-05,9,1,9
SO62737,HL_U509_B,11343,2013-07-24,2013-07-31,2013-08-05,35,1,35
SO62738,BK_R79Y_44,20249,2013-07-24,2013-07-31,2013-08-05,1701,1,1701
SO62738,SJ_0194_L,20249,2013-07-24,2013-07-31,2013-08-05,54,1,54
SO62739,BK_M68S_42,11030,2013-07-24,2013-07-31,2013-08-05,2320,1,2320
SO62740,BK_T79Y_60,13343,2013-07-24,2013-07-31,2013-08-05,2384,1,2384
SO62740,BC_R205,13343,2013-07-24,2013-07-31,2013-08-05,9,1,9
SO62740,CL_9009,13343,2013-07-24,2013-07-31,2013-08-05,8,1,8
SO62741,BK_T79Y_54,25924,2013-07-24,2013-07-31,2013-08-05,2384,1,2384
SO62741,HL_U509_B,25924,2013-07-24,2013-07-31,2013-08-05,35,1,35
SO62742,BK_T79Y_46,25976,2013-07-24,2013-07-31,2013-08-05,2384,1,2384
SO62743,BK_R19B_52,22871,2013-07-24,2013-07-31,2013-08-05,540,1,540
SO62743,TI_R092,22871,2013-07-24,2013-07-31,2013-08-05,21,1,21
SO62744,BK_R19B_52,22298,2013-07-24,2013-07-31,2013-08-05,540,1,540
SO62744,BC_R205,22298,2013-07-24,2013-07-31,2013-08-05,9,1,9
SO62744,WB_H098,22298,2013-07-24,2013-07-31,2013-08-05,5,1,5
SO62744,GL_H102_M,22298,2013-07-24,2013-07-31,2013-08-05,24,1,24
SO62745,BK_R19B_44,16220,2013-07-24,2013-07-31,2013-08-05,540,1,540
SO62745,BC_R205,16220,2013-07-24,2013-07-31,2013-08-05,9,1,9
SO62745,WB_H098,16220,2013-07-24,2013-07-31,2013-08-05,5,1,5
SO62745,CA_1098,16220,2013-07-24,2013-07-31,2013-08-05,9,1,9
SO62746,BK_R64Y_38,19884,2013-07-24,2013-07-31,2013-08-05,1120,1,1120
SO62746,BC_R205,19884,2013-07-24,2013-07-31,2013-08-05,9,1,9
SO62746,WB_H098,19884,2013-07-24,2013-07-31,2013-08-05,5,1,5
SO62746,SJ_0194_L,19884,2013-07-24,2013-07-31,2013-08-05,54,1,54
SO62747,BK_R64Y_42,20061,2013-07-24,2013-07-31,2013-08-05,1120,1,1120
SO62747,SJ_0194_S,20061,2013-07-24,2013-07-31,2013-08-05,54,1,54
SO62748,BK_R19B_48,26892,2013-07-24,2013-07-31,2013-08-05,540,1,540
SO62748,BC_R205,26892,2013-07-24,2013-07-31,2013-08-05,9,1,9
SO62748,WB_H098,26892,2013-07-24,2013-07-31,2013-08-05,5,1,5
SO62749,BK_T18Y_44,29081,2013-07-24,2013-07-31,2013-08-05,742,1,742
SO62750,BK_T79Y_50,11097,2013-07-24,2013-07-31,2013-08-05,2384,1,2384
SO62750,HL_U509_R,11097,2013-07-24,2013-07-31,2013-08-05,35,1,35
SO62751,HL_U509_R,11932,2013-07-25,2013-08-01,2013-08-06,35,1,35
SO62751,CA_1098,11932,2013-07-25,2013-08-01,2013-08-06,9,1,9
SO62751,LJ_0192_L,11932,2013-07-25,2013-08-01,2013-08-06,50,1,50
SO62752,TI_R628,15241,2013-07-25,2013-08-01,2013-08-06,25,1,25
SO62752,TT_R982,15241,2013-07-25,2013-08-01,2013-08-06,4,1,4
SO62753,TT_R982,14008,2013-07-25,2013-08-01,2013-08-06,4,1,4
SO62753,TI_R628,14008,2013-07-25,2013-08-01,2013-08-06,25,1,25
SO62754,TI_M602,16632,2013-07-25,2013-08-01,2013-08-06,30,1,30
SO62755,FE_6654,18705,2013-07-25,2013-08-01,2013-08-06,22,1,22
SO62755,HL_U509_B,18705,2013-07-25,2013-08-01,2013-08-06,35,1,35
SO62756,FE_6654,16709,2013-07-25,2013-08-01,2013-08-06,22,1,22
SO62756,SJ_0194_L,16709,2013-07-25,2013-08-01,2013-08-06,54,1,54
SO62757,WB_H098,22856,2013-07-25,2013-08-01,2013-08-06,5,1,5
SO62758,CA_1098,14231,2013-07-25,2013-08-01,2013-08-06,9,1,9
SO62758,LJ_0192_S,14231,2013-07-25,2013-08-01,2013-08-06,50,1,50
SO62759,CL_9009,11458,2013-07-25,2013-08-01,2013-08-06,8,1,8
SO62760,PK_7098,18299,2013-07-25,2013-08-01,2013-08-06,2,1,2
SO62761,BK_R79Y_48,21060,2013-07-25,2013-08-01,2013-08-06,1701,1,1701
SO62761,GL_H102_M,21060,2013-07-25,2013-08-01,2013-08-06,24,1,24
SO62762,BK_R79Y_48,17827,2013-07-25,2013-08-01,2013-08-06,1701,1,1701
SO62762,SJ_0194_S,17827,2013-07-25,2013-08-01,2013-08-06,54,1,54
SO62763,BK_R79Y_48,17830,2013-07-25,2013-08-01,2013-08-06,1701,1,1701
SO62763,LJ_0192_M,17830,2013-07-25,2013-08-01,2013-08-06,50,1,50
SO62764,BK_R79Y_44,17928,2013-07-25,2013-08-01,2013-08-06,1701,1,1701
SO62764,HL_U509_B,17928,2013-07-25,2013-08-01,2013-08-06,35,1,35
SO62765,BK_R89R_58,24865,2013-07-25,2013-08-01,2013-08-06,2443,1,2443
SO62765,HL_U509_R,24865,2013-07-25,2013-08-01,2013-08-06,35,1,35
SO62766,BK_M38S_38,14141,2013-07-25,2013-08-01,2013-08-06,769,1,769
SO62766,TI_M602,14141,2013-07-25,2013-08-01,2013-08-06,30,1,30
SO62766,TT_M928,14141,2013-07-25,2013-08-01,2013-08-06,5,1,5
SO62766,HL_U509_B,14141,2013-07-25,2013-08-01,2013-08-06,35,1,35
SO62767,BK_M68S_42,12873,2013-07-25,2013-08-01,2013-08-06,2320,1,2320
SO62767,HL_U509,12873,2013-07-25,2013-08-01,2013-08-06,35,1,35
SO62768,BK_M68B_38,12378,2013-07-25,2013-08-01,2013-08-06,2295,1,2295
SO62769,BK_M68B_42,12860,2013-07-25,2013-08-01,2013-08-06,2295,1,2295
SO62769,RA_H123,12860,2013-07-25,2013-08-01,2013-08-06,120,1,120
SO62770,TT_R982,11174,2013-07-25,2013-08-01,2013-08-06,4,1,4
SO62770,PK_7098,11174,2013-07-25,2013-08-01,2013-08-06,2,1,2
SO62771,TT_R982,29349,2013-07-25,2013-08-01,2013-08-06,4,1,4
SO62771,HL_U509_B,29349,2013-07-25,2013-08-01,2013-08-06,35,1,35
SO62772,TT_T092,28999,2013-07-25,2013-08-01,2013-08-06,5,1,5
SO62773,TT_T092,27035,2013-07-25,2013-08-01,2013-08-06,5,1,5
SO62773,PK_7098,27035,2013-07-25,2013-08-01,2013-08-06,2,1,2
SO62774,TI_T723,26800,2013-07-25,2013-08-01,2013-08-06,29,1,29
SO62774,TT_T092,26800,2013-07-25,2013-08-01,2013-08-06,5,1,5
SO62774,HL_U509_B,26800,2013-07-25,2013-08-01,2013-08-06,35,1,35
SO62775,TI_M267,11331,2013-07-25,2013-08-01,2013-08-06,25,1,25
SO62775,PK_7098,11331,2013-07-25,2013-08-01,2013-08-06,2,1,2
SO62775,CL_9009,11331,2013-07-25,2013-08-01,2013-08-06,8,1,8
SO62776,TI_M267,26048,2013-07-25,2013-08-01,2013-08-06,25,1,25
SO62776,TT_M928,26048,2013-07-25,2013-08-01,2013-08-06,5,1,5
SO62776,PK_7098,26048,2013-07-25,2013-08-01,2013-08-06,2,1,2
SO62776,ST_1401,26048,2013-07-25,2013-08-01,2013-08-06,159,1,159
SO62777,TI_R982,24766,2013-07-25,2013-08-01,2013-08-06,33,1,33
SO62777,TT_R982,24766,2013-07-25,2013-08-01,2013-08-06,4,1,4
SO62777,HL_U509,24766,2013-07-25,2013-08-01,2013-08-06,35,1,35
SO62778,TI_M267,11223,2013-07-25,2013-08-01,2013-08-06,25,1,25
SO62778,GL_H102_L,11223,2013-07-25,2013-08-01,2013-08-06,24,1,24
SO62779,TI_M267,24745,2013-07-25,2013-08-01,2013-08-06,25,1,25
SO62779,TT_M928,24745,2013-07-25,2013-08-01,2013-08-06,5,1,5
SO62780,BC_M005,21636,2013-07-25,2013-08-01,2013-08-06,10,1,10
SO62780,WB_H098,21636,2013-07-25,2013-08-01,2013-08-06,5,1,5
SO62781,BC_M005,15536,2013-07-25,2013-08-01,2013-08-06,10,1,10
SO62781,WB_H098,15536,2013-07-25,2013-08-01,2013-08-06,5,1,5
SO62781,VE_C304_S,15536,2013-07-25,2013-08-01,2013-08-06,64,1,64
SO62782,WB_H098,25016,2013-07-25,2013-08-01,2013-08-06,5,1,5
SO62783,WB_H098,26270,2013-07-25,2013-08-01,2013-08-06,5,1,5
SO62784,WB_H098,25209,2013-07-25,2013-08-01,2013-08-06,5,1,5
SO62784,HL_U509_B,25209,2013-07-25,2013-08-01,2013-08-06,35,1,35
SO62784,LJ_0192_M,25209,2013-07-25,2013-08-01,2013-08-06,50,1,50
SO62784,CA_1098,25209,2013-07-25,2013-08-01,2013-08-06,9,1,9
SO62785,WB_H098,26474,2013-07-25,2013-08-01,2013-08-06,5,1,5
SO62785,CA_1098,26474,2013-07-25,2013-08-01,2013-08-06,9,1,9
SO62786,FE_6654,14097,2013-07-25,2013-08-01,2013-08-06,22,1,22
SO62786,HL_U509,14097,2013-07-25,2013-08-01,2013-08-06,35,1,35
SO62787,TI_M823,16586,2013-07-25,2013-08-01,2013-08-06,35,1,35
SO62787,HL_U509_R,16586,2013-07-25,2013-08-01,2013-08-06,35,1,35
SO62788,GL_H102_M,15045,2013-07-25,2013-08-01,2013-08-06,24,1,24
SO62788,TI_M267,15045,2013-07-25,2013-08-01,2013-08-06,25,1,25
SO62789,TT_R982,15098,2013-07-25,2013-08-01,2013-08-06,4,1,4
SO62789,TI_R982,15098,2013-07-25,2013-08-01,2013-08-06,33,1,33
SO62789,PK_7098,15098,2013-07-25,2013-08-01,2013-08-06,2,1,2
SO62790,FE_6654,14152,2013-07-25,2013-08-01,2013-08-06,22,1,22
SO62790,LJ_0192_S,14152,2013-07-25,2013-08-01,2013-08-06,50,1,50
SO62791,TT_R982,25313,2013-07-25,2013-08-01,2013-08-06,4,1,4
SO62792,TT_R982,25474,2013-07-25,2013-08-01,2013-08-06,4,1,4
SO62792,HL_U509_R,25474,2013-07-25,2013-08-01,2013-08-06,35,1,35
SO62793,TT_R982,22688,2013-07-25,2013-08-01,2013-08-06,4,1,4
SO62793,HL_U509_R,22688,2013-07-25,2013-08-01,2013-08-06,35,1,35
SO62794,TI_R092,22561,2013-07-25,2013-08-01,2013-08-06,21,1,21
SO62794,TT_R982,22561,2013-07-25,2013-08-01,2013-08-06,4,1,4
SO62795,GL_H102_M,11672,2013-07-25,2013-08-01,2013-08-06,24,1,24
SO62795,TI_M823,11672,2013-07-25,2013-08-01,2013-08-06,35,1,35
SO62796,TI_M823,11646,2013-07-25,2013-08-01,2013-08-06,35,1,35
SO62796,GL_H102_S,11646,2013-07-25,2013-08-01,2013-08-06,24,1,24
SO62797,TI_M823,13268,2013-07-25,2013-08-01,2013-08-06,35,1,35
SO62797,PK_7098,13268,2013-07-25,2013-08-01,2013-08-06,2,1,2
SO62798,TI_M823,11824,2013-07-25,2013-08-01,2013-08-06,35,1,35
SO62798,TT_M928,11824,2013-07-25,2013-08-01,2013-08-06,5,1,5
SO62799,TI_M823,14370,2013-07-25,2013-08-01,2013-08-06,35,1,35
SO62799,TT_M928,14370,2013-07-25,2013-08-01,2013-08-06,5,1,5
SO62799,HL_U509,14370,2013-07-25,2013-08-01,2013-08-06,35,1,35
SO62800,FE_6654,16380,2013-07-25,2013-08-01,2013-08-06,22,1,22
SO62800,LJ_0192_S,16380,2013-07-25,2013-08-01,2013-08-06,50,1,50
SO62801,FE_6654,19662,2013-07-25,2013-08-01,2013-08-06,22,1,22
SO62801,SJ_0194_X,19662,2013-07-25,2013-08-01,2013-08-06,54,1,54
SO62802,BK_M18S_52,19737,2013-07-25,2013-08-01,2013-08-06,565,1,565
SO62802,FE_6654,19737,2013-07-25,2013-08-01,2013-08-06,22,1,22
SO62802,HL_U509_R,19737,2013-07-25,2013-08-01,2013-08-06,35,1,35
SO62803,BK_M18B_48,22128,2013-07-25,2013-08-01,2013-08-06,540,1,540
SO62803,BC_M005,22128,2013-07-25,2013-08-01,2013-08-06,10,1,10
SO62803,CA_1098,22128,2013-07-25,2013-08-01,2013-08-06,9,1,9
SO62803,WB_H098,22128,2013-07-25,2013-08-01,2013-08-06,5,1,5
SO62804,BK_M68S_38,12094,2013-07-25,2013-08-01,2013-08-06,2320,1,2320
SO62804,TI_M823,12094,2013-07-25,2013-08-01,2013-08-06,35,1,35
SO62804,TT_M928,12094,2013-07-25,2013-08-01,2013-08-06,5,1,5
SO62804,FE_6654,12094,2013-07-25,2013-08-01,2013-08-06,22,1,22
SO62804,PK_7098,12094,2013-07-25,2013-08-01,2013-08-06,2,1,2
SO62805,BK_M68S_46,12075,2013-07-25,2013-08-01,2013-08-06,2320,1,2320
SO62805,TI_M823,12075,2013-07-25,2013-08-01,2013-08-06,35,1,35
SO62806,BK_R89B_58,20247,2013-07-25,2013-08-01,2013-08-06,2443,1,2443
SO62806,HL_U509_B,20247,2013-07-25,2013-08-01,2013-08-06,35,1,35
SO62807,BK_M18B_44,12252,2013-07-25,2013-08-01,2013-08-06,540,1,540
SO62807,BC_M005,12252,2013-07-25,2013-08-01,2013-08-06,10,1,10
SO62807,WB_H098,12252,2013-07-25,2013-08-01,2013-08-06,5,1,5
SO62807,CA_1098,12252,2013-07-25,2013-08-01,2013-08-06,9,1,9
SO62808,BK_M68S_42,13958,2013-07-25,2013-08-01,2013-08-06,2320,1,2320
SO62808,VE_C304_L,13958,2013-07-25,2013-08-01,2013-08-06,64,1,64
SO62808,FE_6654,13958,2013-07-25,2013-08-01,2013-08-06,22,1,22
SO62809,BK_M68S_46,13643,2013-07-25,2013-08-01,2013-08-06,2320,1,2320
SO62809,BC_M005,13643,2013-07-25,2013-08-01,2013-08-06,10,1,10
SO62809,WB_H098,13643,2013-07-25,2013-08-01,2013-08-06,5,1,5
SO62810,BK_R19B_58,22790,2013-07-25,2013-08-01,2013-08-06,540,1,540
SO62810,HL_U509,22790,2013-07-25,2013-08-01,2013-08-06,35,1,35
SO62811,BK_R79Y_40,20684,2013-07-25,2013-08-01,2013-08-06,1701,1,1701
SO62811,TI_R628,20684,2013-07-25,2013-08-01,2013-08-06,25,1,25
SO62811,TT_R982,20684,2013-07-25,2013-08-01,2013-08-06,4,1,4
SO62812,BK_R64Y_42,24069,2013-07-25,2013-08-01,2013-08-06,1120,1,1120
SO62812,SJ_0194_L,24069,2013-07-25,2013-08-01,2013-08-06,54,1,54
SO62813,BK_R19B_52,11480,2013-07-25,2013-08-01,2013-08-06,540,1,540
SO62813,BC_R205,11480,2013-07-25,2013-08-01,2013-08-06,9,1,9
SO62813,WB_H098,11480,2013-07-25,2013-08-01,2013-08-06,5,1,5
SO62814,BK_R19B_48,22685,2013-07-25,2013-08-01,2013-08-06,540,1,540
SO62814,TI_R092,22685,2013-07-25,2013-08-01,2013-08-06,21,1,21
SO62814,TT_R982,22685,2013-07-25,2013-08-01,2013-08-06,4,1,4
SO62814,HL_U509,22685,2013-07-25,2013-08-01,2013-08-06,35,1,35
SO62815,BK_T79U_54,11895,2013-07-25,2013-08-01,2013-08-06,2384,1,2384
SO62815,HL_U509,11895,2013-07-25,2013-08-01,2013-08-06,35,1,35
SO62816,BK_T18U_44,14300,2013-07-25,2013-08-01,2013-08-06,742,1,742
SO62816,ST_1401,14300,2013-07-25,2013-08-01,2013-08-06,159,1,159
SO62817,BK_T18U_44,29080,2013-07-25,2013-08-01,2013-08-06,742,1,742
SO62817,HL_U509_B,29080,2013-07-25,2013-08-01,2013-08-06,35,1,35
SO62818,BK_T79U_50,11462,2013-07-25,2013-08-01,2013-08-06,2384,1,2384
SO62818,HL_U509_R,11462,2013-07-25,2013-08-01,2013-08-06,35,1,35
SO62819,BK_R19B_58,27511,2013-07-25,2013-08-01,2013-08-06,540,1,540
SO62819,BC_R205,27511,2013-07-25,2013-08-01,2013-08-06,9,1,9
SO62820,TI_R092,24382,2013-07-26,2013-08-02,2013-08-07,21,1,21
SO62820,PK_7098,24382,2013-07-26,2013-08-02,2013-08-07,2,1,2
SO62820,RA_H123,24382,2013-07-26,2013-08-02,2013-08-07,120,1,120
SO62821,TT_M928,25110,2013-07-26,2013-08-02,2013-08-07,5,1,5
SO62821,HL_U509_B,25110,2013-07-26,2013-08-02,2013-08-07,35,1,35
SO62822,BC_M005,11753,2013-07-26,2013-08-02,2013-08-07,10,1,10
SO62823,HL_U509,13983,2013-07-26,2013-08-02,2013-08-07,35,1,35
SO62824,LJ_0192_X,14233,2013-07-26,2013-08-02,2013-08-07,50,1,50
SO62825,BK_R89R_58,16442,2013-07-26,2013-08-02,2013-08-07,2443,1,2443
SO62825,TI_R982,16442,2013-07-26,2013-08-02,2013-08-07,33,1,33
SO62825,TT_R982,16442,2013-07-26,2013-08-02,2013-08-07,4,1,4
SO62826,BK_M68S_46,15625,2013-07-26,2013-08-02,2013-08-07,2320,1,2320
SO62826,FE_6654,15625,2013-07-26,2013-08-02,2013-08-07,22,1,22
SO62827,BK_M68B_38,13557,2013-07-26,2013-08-02,2013-08-07,2295,1,2295
SO62827,FE_6654,13557,2013-07-26,2013-08-02,2013-08-07,22,1,22
SO62827,HY_1023_70,13557,2013-07-26,2013-08-02,2013-08-07,55,1,55
SO62828,BK_M68S_42,15623,2013-07-26,2013-08-02,2013-08-07,2320,1,2320
SO62828,VE_C304_L,15623,2013-07-26,2013-08-02,2013-08-07,64,1,64
SO62828,FE_6654,15623,2013-07-26,2013-08-02,2013-08-07,22,1,22
SO62829,SJ_0194_M,11520,2013-07-26,2013-08-02,2013-08-07,54,1,54
SO62829,CA_1098,11520,2013-07-26,2013-08-02,2013-08-07,9,1,9
SO62830,TT_R982,11024,2013-07-26,2013-08-02,2013-08-07,4,1,4
SO62830,PK_7098,11024,2013-07-26,2013-08-02,2013-08-07,2,1,2
SO62830,CL_9009,11024,2013-07-26,2013-08-02,2013-08-07,8,1,8
SO62831,TI_R628,11619,2013-07-26,2013-08-02,2013-08-07,25,1,25
SO62831,TT_R982,11619,2013-07-26,2013-08-02,2013-08-07,4,1,4
SO62831,PK_7098,11619,2013-07-26,2013-08-02,2013-08-07,2,1,2
SO62832,TI_R092,28236,2013-07-26,2013-08-02,2013-08-07,21,1,21
SO62832,TT_R982,28236,2013-07-26,2013-08-02,2013-08-07,4,1,4
SO62832,HL_U509_B,28236,2013-07-26,2013-08-02,2013-08-07,35,1,35
SO62833,TI_T723,26636,2013-07-26,2013-08-02,2013-08-07,29,1,29
SO62833,TT_T092,26636,2013-07-26,2013-08-02,2013-08-07,5,1,5
SO62833,PK_7098,26636,2013-07-26,2013-08-02,2013-08-07,2,1,2
SO62834,TI_R092,11276,2013-07-26,2013-08-02,2013-08-07,21,1,21
SO62834,TT_R982,11276,2013-07-26,2013-08-02,2013-08-07,4,1,4
SO62835,TI_T723,27290,2013-07-26,2013-08-02,2013-08-07,29,1,29
SO62836,TI_M267,25894,2013-07-26,2013-08-02,2013-08-07,25,1,25
SO62836,GL_H102_M,25894,2013-07-26,2013-08-02,2013-08-07,24,1,24
SO62837,TI_R982,24312,2013-07-26,2013-08-02,2013-08-07,33,1,33
SO62837,TT_R982,24312,2013-07-26,2013-08-02,2013-08-07,4,1,4
SO62838,TI_M602,23491,2013-07-26,2013-08-02,2013-08-07,30,1,30
SO62838,TT_M928,23491,2013-07-26,2013-08-02,2013-08-07,5,1,5
SO62838,SO_R809_L,23491,2013-07-26,2013-08-02,2013-08-07,9,1,9
SO62839,WB_H098,18658,2013-07-26,2013-08-02,2013-08-07,5,1,5
SO62839,SJ_0194_L,18658,2013-07-26,2013-08-02,2013-08-07,54,1,54
SO62840,TI_M267,17837,2013-07-26,2013-08-02,2013-08-07,25,1,25
SO62840,TT_M928,17837,2013-07-26,2013-08-02,2013-08-07,5,1,5
SO62840,CA_1098,17837,2013-07-26,2013-08-02,2013-08-07,9,1,9
SO62840,HL_U509_R,17837,2013-07-26,2013-08-02,2013-08-07,35,1,35
